dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,mapping_status
O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|MicroStrategy,MicroStrategy,Business intelligence and data analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Microwave circuit simulation software,Microwave circuit simulation software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.12.m|Migration software,Migration software,Platform interconnectivity software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Migration testing software,Migration testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Minitab,Minitab,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|Mintel Reports,Mintel Reports,Information retrieval or search software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|MITRE ATT&CK software,MITRE ATT&CK software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Mlflow,Mlflow,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Modal analysis software,Modal analysis software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Modula,Modula,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Modular arrangement of predetermined time standards software MODAPTS,Modular arrangement of predetermined time standards software MODAPTS,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|MongoDB,MongoDB,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Moodle,Moodle,Computer based training software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Motion analysis software,Motion analysis software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Moz search engine optimization SEO software,Moz search engine optimization SEO software,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.e|MPAY Millennium,MPAY Millennium,Time accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.d|MRO Audit Tracker,MRO Audit Tracker,Financial analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.c|MuleSoft software,MuleSoft software,Enterprise application integration software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|Multidimensional Expressions MDX,Multidimensional Expressions MDX,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|Multiview Accounts Receivable,Multiview Accounts Receivable,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|MUMPS M,MUMPS M,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.3.b|Music software,Music software,Music or sound editing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.f|Mutation testing software,Mutation testing software,Program testing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|MySQL,MySQL,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|MySQL,MySQL,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Nagios,Nagios,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|National Instruments LabVIEW,National Instruments LabVIEW,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|NCG Medical Systems d-Chart,NCG Medical Systems d-Chart,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|NCR Teradata Warehouse Miner,NCR Teradata Warehouse Miner,Data mining software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|NDCMedisoft,NDCMedisoft,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.8.e|Nearpod,Nearpod,Multi-media educational software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Neo4j,Neo4j,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.h|Neoforma Healthcare Products Information Services HPIS Market Intelligence,Neoforma Healthcare Products Information Services HPIS Market Intelligence,Information retrieval or search software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|NetSuite ERP,NetSuite ERP,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|Network and system vulnerability assessment software,Network and system vulnerability assessment software,Network security or virtual private network VPN management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.d|Network directory services software,Network directory services software,Internet directory services software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.a|Network intrusion prevention systems NIPS,Network intrusion prevention systems NIPS,Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.b|Network security auditing software,Network security auditing software,Network security or virtual private network VPN management software,,pending
O*NET Database,31.0,technology,onet_software_skills,"2.E.11.a|Network, hardware, and software auditing software","Network, hardware, and software auditing software",Network monitoring software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Neural network modeling software,Neural network modeling software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|NeuralWare,NeuralWare,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Nevercenter Silo,Nevercenter Silo,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|New Millennium Communications Genesis Accounting,New Millennium Communications Genesis Accounting,Accounting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.c|NewPortWave Year End Solutions,NewPortWave Year End Solutions,Tax preparation software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|NewTek Lightwave 3D,NewTek Lightwave 3D,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Next Limit Maxwell Render,Next Limit Maxwell Render,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|NextGen Healthcare Information Systems EMR,NextGen Healthcare Information Systems EMR,Medical software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Node.js,Node.js,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|NodeBox,NodeBox,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|Norton AntiVirus,Norton AntiVirus,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|NortonLifeLock cybersecurity software,NortonLifeLock cybersecurity software,Transaction security and virus protection software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|NoSQL,NoSQL,Data base management system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.j|Nuance OmniPage Professional,Nuance OmniPage Professional,Optical character reader OCR or scanning software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.g|Numerical control software,Numerical control software,Industrial control software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|NumPy,NumPy,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Nunjucks,Nunjucks,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.g|Nupro CastView,Nupro CastView,Industrial control software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|NVDIA Gelato,NVDIA Gelato,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Oberon,Oberon,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.j|Object database management system ODBMS,Object database management system ODBMS,Object oriented data base management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.l|Object Management Group Object Request Broker,Object Management Group Object Request Broker,Transaction server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Object-oriented programming languages,Object-oriented programming languages,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Objective C,Objective C,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.e|Objective Caml,Objective Caml,Object or component oriented development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.a|Omni Group OmniGraffle,Omni Group OmniGraffle,Pattern design software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|OmniRIM Records Management Suite,OmniRIM Records Management Suite,Document management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Online databases,Online databases,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Open Graphics Library OpenGL,Open Graphics Library OpenGL,Graphics or photo imaging software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.5.b|Open Source Matters Joomla!,Open Source Matters Joomla!,Document management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|OpenAI ChatGPT,OpenAI ChatGPT,Development environment software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.4.d|OpenOffice WRITER,OpenOffice WRITER,Word processing software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Operating system shells,Operating system shells,Operating system software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|Operational Data Store ODS software,Operational Data Store ODS software,Data base user interface and query software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Optical analysis software,Optical analysis software,Computer aided design CAD software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Optimization software,Optimization software,Analytical or scientific software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Oracle Agile Product Lifecycle Management PLM,Oracle Agile Product Lifecycle Management PLM,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Oracle Application Express APEX,Oracle Application Express APEX,Web platform development software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.10.a|Oracle Application Server,Oracle Application Server,Application server software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|Oracle Business Intelligence Discoverer,Oracle Business Intelligence Discoverer,Data base reporting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|Oracle Business Intelligence Enterprise Edition,Oracle Business Intelligence Enterprise Edition,Business intelligence and data analysis software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Oracle Business Intelligence Publisher,Oracle Business Intelligence Publisher,Enterprise resource planning ERP software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.e|Oracle Business Intelligence Suite,Oracle Business Intelligence Suite,Data base reporting software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.11.e|Oracle Cloud software,Oracle Cloud software,Cloud-based management software,,pending
O*NET Database,31.0,technology,onet_software_skills,2.E.6.g|Oracle Darwin,Oracle Darwin,Data mining software,,pending
