source_key,dataset_source,dataset_version,concept_type,source_domain,external_skill_id,preferred_name,category,description,reason
O*NET Database|onet_software_skills|2.E.9.e|Lumigent Entegra,O*NET Database,31.0,technology,onet_software_skills,2.E.9.e|Lumigent Entegra,Lumigent Entegra,Compliance software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.b|Luxology Modo,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Luxology Modo,Luxology Modo,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.b|Luxrender,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Luxrender,Luxrender,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.13.c|Magellan Firmware,O*NET Database,31.0,technology,onet_software_skills,2.E.13.c|Magellan Firmware,Magellan Firmware,Operating system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.c|MAGIC,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|MAGIC,MAGIC,Computer aided design CAD software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.b|MagicTracer,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|MagicTracer,MagicTracer,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|MAGMA MAGMASOFT,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|MAGMA MAGMASOFT,MAGMA MAGMASOFT,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.c|Main Injector Neutrino Oscillation Search MINOS software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Main Injector Neutrino Oscillation Search MINOS software,Main Injector Neutrino Oscillation Search MINOS software,Computer aided design CAD software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|Main Sequence Technologies PCRecruiter,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Main Sequence Technologies PCRecruiter,Main Sequence Technologies PCRecruiter,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.c|Main Sequence Technologies PCRecruiter Resume Inhaler,O*NET Database,31.0,technology,onet_software_skills,2.E.1.c|Main Sequence Technologies PCRecruiter Resume Inhaler,Main Sequence Technologies PCRecruiter Resume Inhaler,Human resources software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.h|Majestic SEO,O*NET Database,31.0,technology,onet_software_skills,2.E.7.h|Majestic SEO,Majestic SEO,Web platform development software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.b|Management information systems MIS,O*NET Database,31.0,technology,onet_software_skills,2.E.2.b|Management information systems MIS,Management information systems MIS,Enterprise resource planning ERP software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.f|Manhattan Associates PkMS Pickticket,O*NET Database,31.0,technology,onet_software_skills,2.E.1.f|Manhattan Associates PkMS Pickticket,Manhattan Associates PkMS Pickticket,Inventory management software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.a|Map Maker,O*NET Database,31.0,technology,onet_software_skills,2.E.6.a|Map Maker,Map Maker,Categorization or classification software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Maplesoft Maple,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Maplesoft Maple,Maplesoft Maple,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.d|MapR Converged Data Platform,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|MapR Converged Data Platform,MapR Converged Data Platform,Data base management system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.m|MapReduce big data software,O*NET Database,31.0,technology,onet_software_skills,2.E.6.m|MapReduce big data software,MapReduce big data software,Business intelligence and data analysis software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.d|MariaDB,O*NET Database,31.0,technology,onet_software_skills,2.E.6.d|MariaDB,MariaDB,Data base management system software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.l|Marketo Marketing Automation,O*NET Database,31.0,technology,onet_software_skills,2.E.1.l|Marketo Marketing Automation,Marketo Marketing Automation,Sales and marketing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.6.f|MarkLogic,O*NET Database,31.0,technology,onet_software_skills,2.E.6.f|MarkLogic,MarkLogic,Data base user interface and query software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.b|Massive Jet,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Massive Jet,Massive Jet,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.1.d|Materials requirement planning MRP software,O*NET Database,31.0,technology,onet_software_skills,2.E.1.d|Materials requirement planning MRP software,Materials requirement planning MRP software,Materials requirements planning logistics and supply chain software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.8.b|Math educational software,O*NET Database,31.0,technology,onet_software_skills,2.E.8.b|Math educational software,Math educational software,Computer based training software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Mathematical software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Mathematical software,Mathematical software,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.c|Mathsoft Mathcad,O*NET Database,31.0,technology,onet_software_skills,2.E.9.c|Mathsoft Mathcad,Mathsoft Mathcad,Computer aided design CAD software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|MathWorks Simulink,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|MathWorks Simulink,MathWorks Simulink,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Matrix calculation software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Matrix calculation software,Matrix calculation software,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.b|Maxon BodyPaint 3D,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Maxon BodyPaint 3D,Maxon BodyPaint 3D,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.c|Maxon Cinema 4D,O*NET Database,31.0,technology,onet_software_skills,2.E.4.c|Maxon Cinema 4D,Maxon Cinema 4D,Video creation and editing software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|MaxScript,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|MaxScript,MaxScript,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.7.b|Maya Embedded Language MEL,O*NET Database,31.0,technology,onet_software_skills,2.E.7.b|Maya Embedded Language MEL,Maya Embedded Language MEL,Development environment software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Maya HTT I-DEAS,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Maya HTT I-DEAS,Maya HTT I-DEAS,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|MAYA Nastran,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|MAYA Nastran,MAYA Nastran,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.b|Mayer-Johnson Boardmaker,O*NET Database,31.0,technology,onet_software_skills,2.E.4.b|Mayer-Johnson Boardmaker,Mayer-Johnson Boardmaker,Graphics or photo imaging software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.d|McAfee,O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|McAfee,McAfee,Transaction security and virus protection software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.o|McAfee Enterprise Security Manager,O*NET Database,31.0,technology,onet_software_skills,2.E.9.o|McAfee Enterprise Security Manager,McAfee Enterprise Security Manager,Risk management data and analysis software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.14.d|McAfee VirusScan,O*NET Database,31.0,technology,onet_software_skills,2.E.14.d|McAfee VirusScan,McAfee VirusScan,Transaction security and virus protection software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.4.h|MD Synergy Medical Appointment Scheduling,O*NET Database,31.0,technology,onet_software_skills,2.E.4.h|MD Synergy Medical Appointment Scheduling,MD Synergy Medical Appointment Scheduling,Calendar and scheduling software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Mean time between failures MBTF software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Mean time between failures MBTF software,Mean time between failures MBTF software,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.d|Mean time to failure MTTF software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.d|Mean time to failure MTTF software,Mean time to failure MTTF software,Analytical or scientific software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|Mediasoft mediOFFICE,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Mediasoft mediOFFICE,Mediasoft mediOFFICE,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|Medical condition coding software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Medical condition coding software,Medical condition coding software,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|Medical procedure coding software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Medical procedure coding software,Medical procedure coding software,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|MedicWare EMR,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|MedicWare EMR,MedicWare EMR,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.2.a|MediGraph,O*NET Database,31.0,technology,onet_software_skills,2.E.2.a|MediGraph,MediGraph,Accounting software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|MEDITECH software,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|MEDITECH software,MEDITECH software,Medical software,,No approved automatic normalization match.
O*NET Database|onet_software_skills|2.E.9.i|Medscribbler Enterprise,O*NET Database,31.0,technology,onet_software_skills,2.E.9.i|Medscribbler Enterprise,Medscribbler Enterprise,Medical software,,No approved automatic normalization match.
